./data/train-jpg/train_0.jpg,haze primary
./data/train-jpg/train_1.jpg,agriculture clear primary water
./data/train-jpg/train_2.jpg,clear primary
./data/train-jpg/train_3.jpg,clear primary
./data/train-jpg/train_4.jpg,agriculture clear habitation primary road
./data/train-jpg/train_5.jpg,haze primary water
./data/train-jpg/train_6.jpg,agriculture clear cultivation primary water
./data/train-jpg/train_7.jpg,haze primary
./data/train-jpg/train_8.jpg,agriculture clear cultivation primary
./data/train-jpg/train_9.jpg,agriculture clear cultivation primary road
./data/train-jpg/train_10.jpg,agriculture clear primary slash_burn water
./data/train-jpg/train_11.jpg,clear primary water
./data/train-jpg/train_12.jpg,cloudy
./data/train-jpg/train_13.jpg,clear primary
./data/train-jpg/train_14.jpg,cloudy
./data/train-jpg/train_15.jpg,clear primary
./data/train-jpg/train_16.jpg,clear primary
./data/train-jpg/train_17.jpg,partly_cloudy primary
./data/train-jpg/train_18.jpg,clear primary
./data/train-jpg/train_19.jpg,agriculture clear primary road
./data/train-jpg/train_20.jpg,agriculture clear primary water
./data/train-jpg/train_21.jpg,clear primary road water
./data/train-jpg/train_22.jpg,partly_cloudy primary
./data/train-jpg/train_23.jpg,agriculture clear primary road
./data/train-jpg/train_24.jpg,conventional_mine partly_cloudy primary
./data/train-jpg/train_25.jpg,clear primary
./data/train-jpg/train_26.jpg,cloudy
./data/train-jpg/train_27.jpg,agriculture partly_cloudy primary water
./data/train-jpg/train_28.jpg,clear primary
./data/train-jpg/train_29.jpg,partly_cloudy primary
./data/train-jpg/train_30.jpg,clear primary water
./data/train-jpg/train_31.jpg,clear cultivation primary
./data/train-jpg/train_32.jpg,agriculture clear primary road
./data/train-jpg/train_33.jpg,agriculture cultivation partly_cloudy primary
./data/train-jpg/train_34.jpg,clear primary
./data/train-jpg/train_35.jpg,clear primary
./data/train-jpg/train_36.jpg,agriculture clear primary road
./data/train-jpg/train_37.jpg,partly_cloudy primary
./data/train-jpg/train_38.jpg,clear primary
./data/train-jpg/train_39.jpg,clear primary
./data/train-jpg/train_40.jpg,agriculture clear cultivation primary
./data/train-jpg/train_41.jpg,agriculture clear primary
./data/train-jpg/train_42.jpg,clear primary
./data/train-jpg/train_43.jpg,bare_ground haze
./data/train-jpg/train_44.jpg,clear primary
./data/train-jpg/train_45.jpg,clear primary
./data/train-jpg/train_46.jpg,bare_ground clear habitation primary
./data/train-jpg/train_47.jpg,clear primary water
./data/train-jpg/train_48.jpg,clear primary water
./data/train-jpg/train_49.jpg,clear primary
./data/train-jpg/train_50.jpg,cloudy
./data/train-jpg/train_51.jpg,clear primary
./data/train-jpg/train_52.jpg,agriculture clear habitation primary road water
./data/train-jpg/train_53.jpg,clear primary
./data/train-jpg/train_54.jpg,clear primary
./data/train-jpg/train_55.jpg,partly_cloudy primary road water
./data/train-jpg/train_56.jpg,clear primary water
./data/train-jpg/train_57.jpg,artisinal_mine bare_ground clear primary water
./data/train-jpg/train_58.jpg,agriculture clear primary road
./data/train-jpg/train_59.jpg,agriculture clear habitation primary road
./data/train-jpg/train_60.jpg,haze primary
./data/train-jpg/train_61.jpg,clear primary
./data/train-jpg/train_62.jpg,clear primary water
./data/train-jpg/train_63.jpg,agriculture clear primary road
./data/train-jpg/train_64.jpg,agriculture clear primary
./data/train-jpg/train_65.jpg,clear primary
./data/train-jpg/train_66.jpg,agriculture clear primary road
./data/train-jpg/train_67.jpg,clear habitation primary road
./data/train-jpg/train_68.jpg,cloudy
./data/train-jpg/train_69.jpg,clear primary
./data/train-jpg/train_70.jpg,blooming clear primary
./data/train-jpg/train_71.jpg,clear primary water
./data/train-jpg/train_72.jpg,cloudy
./data/train-jpg/train_73.jpg,clear primary
./data/train-jpg/train_74.jpg,agriculture partly_cloudy primary road
./data/train-jpg/train_75.jpg,agriculture clear primary road water
./data/train-jpg/train_76.jpg,partly_cloudy primary
./data/train-jpg/train_77.jpg,cloudy
./data/train-jpg/train_78.jpg,clear primary
./data/train-jpg/train_79.jpg,clear cultivation primary
./data/train-jpg/train_80.jpg,agriculture partly_cloudy primary road
./data/train-jpg/train_81.jpg,clear primary
./data/train-jpg/train_82.jpg,blooming clear cultivation habitation primary slash_burn
./data/train-jpg/train_83.jpg,clear primary
./data/train-jpg/train_84.jpg,agriculture clear habitation primary road
./data/train-jpg/train_85.jpg,clear primary water
./data/train-jpg/train_86.jpg,clear primary
./data/train-jpg/train_87.jpg,cloudy
./data/train-jpg/train_88.jpg,partly_cloudy primary
./data/train-jpg/train_89.jpg,clear primary
./data/train-jpg/train_90.jpg,agriculture partly_cloudy primary road
./data/train-jpg/train_91.jpg,partly_cloudy primary
./data/train-jpg/train_92.jpg,agriculture clear habitation primary road
./data/train-jpg/train_93.jpg,clear primary
./data/train-jpg/train_94.jpg,agriculture clear habitation primary road
./data/train-jpg/train_95.jpg,clear primary
./data/train-jpg/train_96.jpg,clear primary
./data/train-jpg/train_97.jpg,cloudy
./data/train-jpg/train_98.jpg,clear primary
./data/train-jpg/train_99.jpg,partly_cloudy primary
./data/train-jpg/train_100.jpg,bare_ground clear water
./data/train-jpg/train_101.jpg,cloudy
./data/train-jpg/train_102.jpg,clear primary
./data/train-jpg/train_103.jpg,agriculture clear habitation primary road water
./data/train-jpg/train_104.jpg,haze primary
./data/train-jpg/train_105.jpg,clear primary
./data/train-jpg/train_106.jpg,clear primary
./data/train-jpg/train_107.jpg,partly_cloudy primary
./data/train-jpg/train_108.jpg,cloudy
./data/train-jpg/train_109.jpg,clear primary
./data/train-jpg/train_110.jpg,clear primary
./data/train-jpg/train_111.jpg,cloudy
./data/train-jpg/train_112.jpg,agriculture clear primary road
./data/train-jpg/train_113.jpg,agriculture clear primary
./data/train-jpg/train_114.jpg,clear primary water
./data/train-jpg/train_115.jpg,clear primary water
./data/train-jpg/train_116.jpg,agriculture clear primary road
./data/train-jpg/train_117.jpg,clear primary
./data/train-jpg/train_118.jpg,cloudy
./data/train-jpg/train_119.jpg,agriculture clear primary road water
./data/train-jpg/train_120.jpg,clear primary
./data/train-jpg/train_121.jpg,partly_cloudy primary water
./data/train-jpg/train_122.jpg,agriculture clear primary road
./data/train-jpg/train_123.jpg,agriculture bare_ground clear habitation primary road
./data/train-jpg/train_124.jpg,bare_ground clear primary
./data/train-jpg/train_125.jpg,agriculture clear primary
./data/train-jpg/train_126.jpg,agriculture clear primary road
./data/train-jpg/train_127.jpg,clear primary
./data/train-jpg/train_128.jpg,clear primary
./data/train-jpg/train_129.jpg,agriculture clear primary
./data/train-jpg/train_130.jpg,partly_cloudy primary
./data/train-jpg/train_131.jpg,agriculture clear primary road water
./data/train-jpg/train_132.jpg,haze primary
./data/train-jpg/train_133.jpg,haze primary
./data/train-jpg/train_134.jpg,clear primary
./data/train-jpg/train_135.jpg,clear primary water
./data/train-jpg/train_136.jpg,haze primary
./data/train-jpg/train_137.jpg,clear primary
./data/train-jpg/train_138.jpg,cloudy
./data/train-jpg/train_139.jpg,clear primary
./data/train-jpg/train_140.jpg,clear primary
./data/train-jpg/train_141.jpg,partly_cloudy primary water
./data/train-jpg/train_142.jpg,agriculture clear habitation primary road
./data/train-jpg/train_143.jpg,partly_cloudy primary water
./data/train-jpg/train_144.jpg,agriculture partly_cloudy primary selective_logging
./data/train-jpg/train_145.jpg,partly_cloudy primary
./data/train-jpg/train_146.jpg,clear cultivation primary
./data/train-jpg/train_147.jpg,clear primary
./data/train-jpg/train_148.jpg,agriculture clear cultivation primary water
./data/train-jpg/train_149.jpg,clear primary
./data/train-jpg/train_150.jpg,agriculture partly_cloudy primary
./data/train-jpg/train_151.jpg,agriculture clear cultivation primary selective_logging
./data/train-jpg/train_152.jpg,haze primary
